Zip;District;City;State;Region;Country
53521;"District #27";"Brooklyn, WI";"WI";"Central";"USA"
53522;"District #27";"Browntown, WI";"WI";"Central";"USA"
53523;"District #27";"Cambridge, WI";"WI";"Central";"USA"
53525;"District #27";"Clinton, WI";"WI";"Central";"USA"
53526;"District #27";"Cobb, WI";"WI";"Central";"USA"
53527;"District #27";"Cottage Grove, WI";"WI";"Central";"USA"
53528;"District #27";"Cross Plains, WI";"WI";"Central";"USA"
53529;"District #27";"Dane, WI";"WI";"Central";"USA"
53530;"District #27";"Darlington, WI";"WI";"Central";"USA"
53531;"District #27";"Deerfield, WI";"WI";"Central";"USA"
53532;"District #27";"De Forest, WI";"WI";"Central";"USA"
53533;"District #27";"Dodgeville, WI";"WI";"Central";"USA"
53534;"District #27";"Edgerton, WI";"WI";"Central";"USA"
53535;"District #27";"Edmund, WI";"WI";"Central";"USA"
53536;"District #27";"Evansville, WI";"WI";"Central";"USA"
53537;"District #27";"Footville, WI";"WI";"Central";"USA"
53538;"District #27";"Fort Atkinson, WI";"WI";"Central";"USA"
53540;"District #27";"Gotham, WI";"WI";"Central";"USA"
53541;"District #27";"Gratiot, WI";"WI";"Central";"USA"
53542;"District #27";"Hanover, WI";"WI";"Central";"USA"
53543;"District #27";"Highland, WI";"WI";"Central";"USA"
53544;"District #27";"Hollandale, WI";"WI";"Central";"USA"
53545;"District #27";"Janesville, WI";"WI";"Central";"USA"
53546;"District #27";"Janesville, WI";"WI";"Central";"USA"
53547;"District #27";"Janesville, WI";"WI";"Central";"USA"
53548;"District #27";"Janesville, WI";"WI";"Central";"USA"
53549;"District #26";"Jefferson, WI";"WI";"Central";"USA"
53550;"District #27";"Juda, WI";"WI";"Central";"USA"
53551;"District #27";"Lake Mills, WI";"WI";"Central";"USA"
53553;"District #27";"Linden, WI";"WI";"Central";"USA"
53554;"District #27";"Livingston, WI";"WI";"Central";"USA"
53555;"District #27";"Lodi, WI";"WI";"Central";"USA"
53556;"District #27";"Lone Rock, WI";"WI";"Central";"USA"
53557;"District #26";"Lowell, WI";"WI";"Central";"USA"
53558;"District #27";"Mc Farland, WI";"WI";"Central";"USA"
53559;"District #27";"Marshall, WI";"WI";"Central";"USA"
53560;"District #27";"Mazomanie, WI";"WI";"Central";"USA"
53561;"District #27";"Merrimac, WI";"WI";"Central";"USA"
53562;"District #27";"Middleton, WI";"WI";"Central";"USA"
53563;"District #27";"Milton, WI";"WI";"Central";"USA"
53565;"District #27";"Mineral Point, WI";"WI";"Central";"USA"
53566;"District #27";"Monroe, WI";"WI";"Central";"USA"
53569;"District #27";"Montfort, WI";"WI";"Central";"USA"
53570;"District #27";"Monticello, WI";"WI";"Central";"USA"
53571;"District #27";"Morrisonville, WI";"WI";"Central";"USA"
53572;"District #27";"Mount Horeb, WI";"WI";"Central";"USA"
53573;"District #27";"Muscoda, WI";"WI";"Central";"USA"
53574;"District #27";"New Glarus, WI";"WI";"Central";"USA"
53575;"District #27";"Oregon, WI";"WI";"Central";"USA"
53576;"District #27";"Orfordville, WI";"WI";"Central";"USA"
53577;"District #27";"Plain, WI";"WI";"Central";"USA"
53578;"District #27";"Prairie Du Sac, WI";"WI";"Central";"USA"
53579;"District #26";"Reeseville, WI";"WI";"Central";"USA"
53580;"District #27";"Rewey, WI";"WI";"Central";"USA"
53581;"District #27";"Richland Center, WI";"WI";"Central";"USA"
53582;"District #27";"Ridgeway, WI";"WI";"Central";"USA"
53583;"District #27";"Sauk City, WI";"WI";"Central";"USA"
53584;"District #27";"Sextonville, WI";"WI";"Central";"USA"
53585;"District #31";"Sharon, WI";"WI";"Central";"USA"
53586;"District #27";"Shullsburg, WI";"WI";"Central";"USA"
53587;"District #27";"South Wayne, WI";"WI";"Central";"USA"
53588;"District #27";"Spring Green, WI";"WI";"Central";"USA"
53589;"District #27";"Stoughton, WI";"WI";"Central";"USA"
53590;"District #27";"Sun Prairie, WI";"WI";"Central";"USA"
53593;"District #27";"Verona, WI";"WI";"Central";"USA"
53594;"District #27";"Waterloo, WI";"WI";"Central";"USA"
53595;"District #27";"Dodgeville, WI";"WI";"Central";"USA"
53596;"District #27";"Sun Prairie, WI";"WI";"Central";"USA"
53597;"District #27";"Waunakee, WI";"WI";"Central";"USA"
53598;"District #27";"Windsor, WI";"WI";"Central";"USA"
53599;"District #27";"Woodford, WI";"WI";"Central";"USA"
53701;"District #27";"Madison, WI";"WI";"Central";"USA"
53702;"District #27";"Madison, WI";"WI";"Central";"USA"
53703;"District #27";"Madison, WI";"WI";"Central";"USA"
53704;"District #27";"Madison, WI";"WI";"Central";"USA"
53705;"District #27";"Madison, WI";"WI";"Central";"USA"
53706;"District #27";"Madison, WI";"WI";"Central";"USA"
53707;"District #27";"Madison, WI";"WI";"Central";"USA"
53708;"District #27";"Madison, WI";"WI";"Central";"USA"
53711;"District #27";"Madison, WI";"WI";"Central";"USA"
53713;"District #27";"Madison, WI";"WI";"Central";"USA"
53714;"District #27";"Madison, WI";"WI";"Central";"USA"
53715;"District #27";"Madison, WI";"WI";"Central";"USA"
53716;"District #27";"Madison, WI";"WI";"Central";"USA"
53717;"District #27";"Madison, WI";"WI";"Central";"USA"
53718;"District #27";"Madison, WI";"WI";"Central";"USA"
53719;"District #27";"Madison, WI";"WI";"Central";"USA"
53725;"District #27";"Madison, WI";"WI";"Central";"USA"
53726;"District #27";"Madison, WI";"WI";"Central";"USA"
53744;"District #27";"Madison, WI";"WI";"Central";"USA"
53774;"District #27";"Madison, WI";"WI";"Central";"USA"
53777;"District #27";"Madison, WI";"WI";"Central";"USA"
53778;"District #27";"Madison, WI";"WI";"Central";"USA"
53779;"District #27";"Madison, WI";"WI";"Central";"USA"
53782;"District #27";"Madison, WI";"WI";"Central";"USA"
53783;"District #27";"Madison, WI";"WI";"Central";"USA"
53784;"District #27";"Madison, WI";"WI";"Central";"USA"
53785;"District #27";"Madison, WI";"WI";"Central";"USA"
53786;"District #27";"Madison, WI";"WI";"Central";"USA"
53788;"District #27";"Madison, WI";"WI";"Central";"USA"
53789;"District #27";"Madison, WI";"WI";"Central";"USA"
53790;"District #27";"Madison, WI";"WI";"Central";"USA"
53791;"District #27";"Madison, WI";"WI";"Central";"USA"
53792;"District #27";"Madison, WI";"WI";"Central";"USA"
53793;"District #27";"Madison, WI";"WI";"Central";"USA"
53794;"District #27";"Madison, WI";"WI";"Central";"USA"
53801;"District #27";"Bagley, WI";"WI";"Central";"USA"
53802;"District #27";"Beetown, WI";"WI";"Central";"USA"
53803;"District #27";"Benton, WI";"WI";"Central";"USA"
53804;"District #27";"Bloomington, WI";"WI";"Central";"USA"
53805;"District #27";"Boscobel, WI";"WI";"Central";"USA"
53806;"District #27";"Cassville, WI";"WI";"Central";"USA"
53807;"District #27";"Cuba City, WI";"WI";"Central";"USA"
53808;"District #27";"Dickeyville, WI";"WI";"Central";"USA"
53809;"District #27";"Fennimore, WI";"WI";"Central";"USA"
53810;"District #27";"Glen Haven, WI";"WI";"Central";"USA"
53811;"District #27";"Hazel Green, WI";"WI";"Central";"USA"
53812;"District #27";"Kieler, WI";"WI";"Central";"USA"
53813;"District #27";"Lancaster, WI";"WI";"Central";"USA"
53816;"District #27";"Mount Hope, WI";"WI";"Central";"USA"
53817;"District #27";"Patch Grove, WI";"WI";"Central";"USA"
53818;"District #27";"Platteville, WI";"WI";"Central";"USA"
53820;"District #27";"Potosi, WI";"WI";"Central";"USA"
53821;"District #27";"Prairie Du Chien, WI";"WI";"Central";"USA"
53824;"District #27";"Sinsinawa, WI";"WI";"Central";"USA"
53825;"District #27";"Stitzer, WI";"WI";"Central";"USA"
53826;"District #27";"Wauzeka, WI";"WI";"Central";"USA"
53827;"District #27";"Woodman, WI";"WI";"Central";"USA"
53901;"District #27";"Portage, WI";"WI";"Central";"USA"
53910;"District #27";"Adams, WI";"WI";"Central";"USA"
53911;"District #27";"Arlington, WI";"WI";"Central";"USA"
53913;"District #27";"Baraboo, WI";"WI";"Central";"USA"
53916;"District #26";"Beaver Dam, WI";"WI";"Central";"USA"
53919;"District #26";"Brandon, WI";"WI";"Central";"USA"
53920;"District #27";"Briggsville, WI";"WI";"Central";"USA"
53922;"District #26";"Burnett, WI";"WI";"Central";"USA"
53923;"District #26";"Cambria, WI";"WI";"Central";"USA"
53924;"District #27";"Cazenovia, WI";"WI";"Central";"USA"
53925;"District #26";"Columbus, WI";"WI";"Central";"USA"
53926;"District #26";"Dalton, WI";"WI";"Central";"USA"
53927;"District #27";"Dellwood, WI";"WI";"Central";"USA"
53928;"District #26";"Doylestown, WI";"WI";"Central";"USA"
53929;"District #27";"Elroy, WI";"WI";"Central";"USA"
53930;"District #27";"Endeavor, WI";"WI";"Central";"USA"
53931;"District #26";"Fairwater, WI";"WI";"Central";"USA"
53932;"District #26";"Fall River, WI";"WI";"Central";"USA"
53933;"District #26";"Fox Lake, WI";"WI";"Central";"USA"
53934;"District #27";"Friendship, WI";"WI";"Central";"USA"
53935;"District #26";"Friesland, WI";"WI";"Central";"USA"
53936;"District #27";"Grand Marsh, WI";"WI";"Central";"USA"
53937;"District #27";"Hillpoint, WI";"WI";"Central";"USA"
53939;"District #26";"Kingston, WI";"WI";"Central";"USA"
53940;"District #27";"Lake Delton, WI";"WI";"Central";"USA"
53941;"District #27";"La Valle, WI";"WI";"Central";"USA"
53942;"District #27";"Lime Ridge, WI";"WI";"Central";"USA"
53943;"District #27";"Loganville, WI";"WI";"Central";"USA"
53944;"District #27";"Lyndon Station, WI";"WI";"Central";"USA"
53946;"District #26";"Markesan, WI";"WI";"Central";"USA"
53947;"District #26";"Marquette, WI";"WI";"Central";"USA"
53948;"District #27";"Mauston, WI";"WI";"Central";"USA"
53949;"District #26";"Montello, WI";"WI";"Central";"USA"
53950;"District #27";"New Lisbon, WI";"WI";"Central";"USA"
53951;"District #27";"North Freedom, WI";"WI";"Central";"USA"
53952;"District #27";"Oxford, WI";"WI";"Central";"USA"
53953;"District #26";"Packwaukee, WI";"WI";"Central";"USA"
53954;"District #26";"Pardeeville, WI";"WI";"Central";"USA"
53955;"District #27";"Poynette, WI";"WI";"Central";"USA"
53956;"District #26";"Randolph, WI";"WI";"Central";"USA"
53957;"District #26";"Randolph, WI";"WI";"Central";"USA"
53958;"District #27";"Reedsburg, WI";"WI";"Central";"USA"
53959;"District #27";"Reedsburg, WI";"WI";"Central";"USA"
53960;"District #26";"Rio, WI";"WI";"Central";"USA"
53961;"District #27";"Rock Springs, WI";"WI";"Central";"USA"
53962;"District #27";"Union Center, WI";"WI";"Central";"USA"
53963;"District #26";"Waupun, WI";"WI";"Central";"USA"
53964;"District #27";"Westfield, WI";"WI";"Central";"USA"
53965;"District #27";"Wisconsin Dells, WI";"WI";"Central";"USA"
53968;"District #27";"Wonewoc, WI";"WI";"Central";"USA"
53969;"District #26";"Wyocena, WI";"WI";"Central";"USA"
54001;"District #28";"Amery, WI";"WI";"Central";"USA"
54002;"District #28";"Baldwin, WI";"WI";"Central";"USA"
54003;"District #28";"Beldenville, WI";"WI";"Central";"USA"
54004;"District #28";"Clayton, WI";"WI";"Central";"USA"
54005;"District #28";"Clear Lake, WI";"WI";"Central";"USA"
54006;"District #28";"Cushing, WI";"WI";"Central";"USA"
54007;"District #28";"Deer Park, WI";"WI";"Central";"USA"
54009;"District #28";"Dresser, WI";"WI";"Central";"USA"
54010;"District #28";"East Ellsworth, WI";"WI";"Central";"USA"
54011;"District #28";"Ellsworth, WI";"WI";"Central";"USA"
54013;"District #28";"Glenwood City, WI";"WI";"Central";"USA"
54014;"District #28";"Hager City, WI";"WI";"Central";"USA"
54015;"District #28";"Hammond, WI";"WI";"Central";"USA"
54016;"District #28";"Hudson, WI";"WI";"Central";"USA"
54017;"District #28";"New Richmond, WI";"WI";"Central";"USA"
54020;"District #28";"Osceola, WI";"WI";"Central";"USA"
54021;"District #28";"Prescott, WI";"WI";"Central";"USA"
54022;"District #28";"River Falls, WI";"WI";"Central";"USA"
54023;"District #28";"Roberts, WI";"WI";"Central";"USA"
54024;"District #28";"Saint Croix Falls, WI";"WI";"Central";"USA"
54025;"District #28";"Somerset, WI";"WI";"Central";"USA"
54026;"District #28";"Star Prairie, WI";"WI";"Central";"USA"
54027;"District #28";"Wilson, WI";"WI";"Central";"USA"
54028;"District #28";"Woodville, WI";"WI";"Central";"USA"
54082;"District #28";"Houlton, WI";"WI";"Central";"USA"
54101;"District #26";"Abrams, WI";"WI";"Central";"USA"
54102;"District #26";"Amberg, WI";"WI";"Central";"USA"
54103;"District #26";"Armstrong Creek, WI";"WI";"Central";"USA"
54104;"District #26";"Athelstane, WI";"WI";"Central";"USA"
54106;"District #26";"Black Creek, WI";"WI";"Central";"USA"
54107;"District #26";"Bonduel, WI";"WI";"Central";"USA"
54110;"District #26";"Brillion, WI";"WI";"Central";"USA"
54111;"District #26";"Cecil, WI";"WI";"Central";"USA"
54112;"District #26";"Coleman, WI";"WI";"Central";"USA"
54113;"District #26";"Combined Locks, WI";"WI";"Central";"USA"
54114;"District #26";"Crivitz, WI";"WI";"Central";"USA"
54115;"District #26";"De Pere, WI";"WI";"Central";"USA"
54119;"District #26";"Dunbar, WI";"WI";"Central";"USA"
54120;"District #26";"Fence, WI";"WI";"Central";"USA"
54121;"District #26";"Florence, WI";"WI";"Central";"USA"
54123;"District #26";"Forest Junction, WI";"WI";"Central";"USA"
54124;"District #26";"Gillett, WI";"WI";"Central";"USA"
54125;"District #26";"Goodman, WI";"WI";"Central";"USA"
54126;"District #26";"Greenleaf, WI";"WI";"Central";"USA"
54127;"District #26";"Green Valley, WI";"WI";"Central";"USA"
54128;"District #26";"Gresham, WI";"WI";"Central";"USA"
54129;"District #26";"Hilbert, WI";"WI";"Central";"USA"
54130;"District #26";"Kaukauna, WI";"WI";"Central";"USA"
54131;"District #26";"Freedom, WI";"WI";"Central";"USA"
54135;"District #26";"Keshena, WI";"WI";"Central";"USA"
54136;"District #26";"Kimberly, WI";"WI";"Central";"USA"
54137;"District #26";"Krakow, WI";"WI";"Central";"USA"
54138;"District #26";"Lakewood, WI";"WI";"Central";"USA"
54139;"District #26";"Lena, WI";"WI";"Central";"USA"
54140;"District #26";"Little Chute, WI";"WI";"Central";"USA"
54141;"District #26";"Little Suamico, WI";"WI";"Central";"USA"
54143;"District #26";"Marinette, WI";"WI";"Central";"USA"
54149;"District #26";"Mountain, WI";"WI";"Central";"USA"
54150;"District #26";"Neopit, WI";"WI";"Central";"USA"
54151;"District #26";"Niagara, WI";"WI";"Central";"USA"
54152;"District #26";"Nichols, WI";"WI";"Central";"USA"
54153;"District #26";"Oconto, WI";"WI";"Central";"USA"
54154;"District #26";"Oconto Falls, WI";"WI";"Central";"USA"
54155;"District #26";"Oneida, WI";"WI";"Central";"USA"
54156;"District #26";"Pembine, WI";"WI";"Central";"USA"
54157;"District #26";"Peshtigo, WI";"WI";"Central";"USA"
54159;"District #26";"Porterfield, WI";"WI";"Central";"USA"
54160;"District #26";"Potter, WI";"WI";"Central";"USA"
54161;"District #26";"Pound, WI";"WI";"Central";"USA"
54162;"District #26";"Pulaski, WI";"WI";"Central";"USA"
54165;"District #26";"Seymour, WI";"WI";"Central";"USA"
54166;"District #26";"Shawano, WI";"WI";"Central";"USA"
54169;"District #26";"Sherwood, WI";"WI";"Central";"USA"
54170;"District #26";"Shiocton, WI";"WI";"Central";"USA"
54171;"District #26";"Sobieski, WI";"WI";"Central";"USA"
54173;"District #26";"Suamico, WI";"WI";"Central";"USA"
54174;"District #26";"Suring, WI";"WI";"Central";"USA"
54175;"District #26";"Townsend, WI";"WI";"Central";"USA"
54177;"District #26";"Wausaukee, WI";"WI";"Central";"USA"
54180;"District #26";"Wrightstown, WI";"WI";"Central";"USA"
54182;"District #26";"Zachow, WI";"WI";"Central";"USA"
54201;"District #26";"Algoma, WI";"WI";"Central";"USA"
54202;"District #26";"Baileys Harbor, WI";"WI";"Central";"USA"
54204;"District #26";"Brussels, WI";"WI";"Central";"USA"
54205;"District #26";"Casco, WI";"WI";"Central";"USA"
54207;"District #26";"Collins, WI";"WI";"Central";"USA"
54208;"District #26";"Denmark, WI";"WI";"Central";"USA"
54209;"District #26";"Egg Harbor, WI";"WI";"Central";"USA"
54210;"District #26";"Ellison Bay, WI";"WI";"Central";"USA"
54211;"District #26";"Ephraim, WI";"WI";"Central";"USA"
54212;"District #26";"Fish Creek, WI";"WI";"Central";"USA"
54213;"District #26";"Forestville, WI";"WI";"Central";"USA"
54214;"District #26";"Francis Creek, WI";"WI";"Central";"USA"
54215;"District #26";"Kellnersville, WI";"WI";"Central";"USA"
54216;"District #26";"Kewaunee, WI";"WI";"Central";"USA"
54217;"District #26";"Luxemburg, WI";"WI";"Central";"USA"
54220;"District #26";"Manitowoc, WI";"WI";"Central";"USA"
54221;"District #26";"Manitowoc, WI";"WI";"Central";"USA"
54226;"District #26";"Maplewood, WI";"WI";"Central";"USA"
54227;"District #26";"Maribel, WI";"WI";"Central";"USA"
54228;"District #26";"Mishicot, WI";"WI";"Central";"USA"
54229;"District #26";"New Franken, WI";"WI";"Central";"USA"
54230;"District #26";"Reedsville, WI";"WI";"Central";"USA"
54232;"District #26";"Saint Nazianz, WI";"WI";"Central";"USA"
54234;"District #26";"Sister Bay, WI";"WI";"Central";"USA"
54235;"District #26";"Sturgeon Bay, WI";"WI";"Central";"USA"
54240;"District #26";"Tisch Mills, WI";"WI";"Central";"USA"
54241;"District #26";"Two Rivers, WI";"WI";"Central";"USA"
54245;"District #26";"Valders, WI";"WI";"Central";"USA"
54246;"District #26";"Washington Island, WI";"WI";"Central";"USA"
54247;"District #26";"Whitelaw, WI";"WI";"Central";"USA"
54301;"District #26";"Green Bay, WI";"WI";"Central";"USA"
54302;"District #26";"Green Bay, WI";"WI";"Central";"USA"
54303;"District #26";"Green Bay, WI";"WI";"Central";"USA"
54304;"District #26";"Green Bay, WI";"WI";"Central";"USA"
54305;"District #26";"Green Bay, WI";"WI";"Central";"USA"
54306;"District #26";"Green Bay, WI";"WI";"Central";"USA"
54307;"District #26";"Green Bay, WI";"WI";"Central";"USA"
54308;"District #26";"Green Bay, WI";"WI";"Central";"USA"
54311;"District #26";"Green Bay, WI";"WI";"Central";"USA"
54313;"District #26";"Green Bay, WI";"WI";"Central";"USA"
54324;"District #26";"Green Bay, WI";"WI";"Central";"USA"
54344;"District #26";"Green Bay, WI";"WI";"Central";"USA"
54401;"District #26";"Wausau, WI";"WI";"Central";"USA"
54402;"District #26";"Wausau, WI";"WI";"Central";"USA"
54403;"District #26";"Wausau, WI";"WI";"Central";"USA"
54404;"District #26";"Marshfield, WI";"WI";"Central";"USA"
54405;"District #26";"Abbotsford, WI";"WI";"Central";"USA"
54406;"District #26";"Amherst, WI";"WI";"Central";"USA"
54407;"District #26";"Amherst Junction, WI";"WI";"Central";"USA"
54408;"District #26";"Aniwa, WI";"WI";"Central";"USA"
54409;"District #26";"Antigo, WI";"WI";"Central";"USA"
54410;"District #26";"Arpin, WI";"WI";"Central";"USA"
54411;"District #26";"Athens, WI";"WI";"Central";"USA"
54412;"District #26";"Auburndale, WI";"WI";"Central";"USA"
54413;"District #26";"Babcock, WI";"WI";"Central";"USA"
54414;"District #26";"Birnamwood, WI";"WI";"Central";"USA"
54415;"District #26";"Blenker, WI";"WI";"Central";"USA"
54416;"District #26";"Bowler, WI";"WI";"Central";"USA"
54417;"District #26";"Brokaw, WI";"WI";"Central";"USA"
54418;"District #26";"Bryant, WI";"WI";"Central";"USA"
54420;"District #26";"Chili, WI";"WI";"Central";"USA"
54421;"District #26";"Colby, WI";"WI";"Central";"USA"
54422;"District #26";"Curtiss, WI";"WI";"Central";"USA"
54423;"District #26";"Custer, WI";"WI";"Central";"USA"
54424;"District #26";"Deerbrook, WI";"WI";"Central";"USA"
54425;"District #26";"Dorchester, WI";"WI";"Central";"USA"
54426;"District #26";"Edgar, WI";"WI";"Central";"USA"
54427;"District #26";"Eland, WI";"WI";"Central";"USA"
54428;"District #26";"Elcho, WI";"WI";"Central";"USA"
54429;"District #26";"Elderon, WI";"WI";"Central";"USA"
54430;"District #26";"Elton, WI";"WI";"Central";"USA"
54432;"District #26";"Galloway, WI";"WI";"Central";"USA"
54433;"District #26";"Gilman, WI";"WI";"Central";"USA"
54434;"District #26";"Jump River, WI";"WI";"Central";"USA"
54435;"District #26";"Gleason, WI";"WI";"Central";"USA"
54436;"District #26";"Granton, WI";"WI";"Central";"USA"
54437;"District #26";"Greenwood, WI";"WI";"Central";"USA"
54439;"District #26";"Hannibal, WI";"WI";"Central";"USA"
54440;"District #26";"Hatley, WI";"WI";"Central";"USA"
54441;"District #26";"Hewitt, WI";"WI";"Central";"USA"
54442;"District #26";"Irma, WI";"WI";"Central";"USA"
54443;"District #26";"Junction City, WI";"WI";"Central";"USA"
54446;"District #26";"Loyal, WI";"WI";"Central";"USA"
54447;"District #26";"Lublin, WI";"WI";"Central";"USA"
54448;"District #26";"Marathon, WI";"WI";"Central";"USA"
54449;"District #26";"Marshfield, WI";"WI";"Central";"USA"
54450;"District #26";"Mattoon, WI";"WI";"Central";"USA"
54451;"District #26";"Medford, WI";"WI";"Central";"USA"
54452;"District #26";"Merrill, WI";"WI";"Central";"USA"
54454;"District #26";"Milladore, WI";"WI";"Central";"USA"
54455;"District #26";"Mosinee, WI";"WI";"Central";"USA"
54456;"District #26";"Neillsville, WI";"WI";"Central";"USA"
54457;"District #27";"Nekoosa, WI";"WI";"Central";"USA"
54458;"District #26";"Nelsonville, WI";"WI";"Central";"USA"
54459;"District #26";"Ogema, WI";"WI";"Central";"USA"
54460;"District #26";"Owen, WI";"WI";"Central";"USA"
54462;"District #26";"Pearson, WI";"WI";"Central";"USA"
54463;"District #26";"Pelican Lake, WI";"WI";"Central";"USA"
54464;"District #26";"Phlox, WI";"WI";"Central";"USA"
54465;"District #26";"Pickerel, WI";"WI";"Central";"USA"
54466;"District #26";"Pittsville, WI";"WI";"Central";"USA"
54467;"District #26";"Plover, WI";"WI";"Central";"USA"
54469;"District #26";"Port Edwards, WI";"WI";"Central";"USA"
54470;"District #26";"Rib Lake, WI";"WI";"Central";"USA"
54471;"District #26";"Ringle, WI";"WI";"Central";"USA"
54472;"District #26";"Marshfield, WI";"WI";"Central";"USA"
54473;"District #26";"Rosholt, WI";"WI";"Central";"USA"
54474;"District #26";"Rothschild, WI";"WI";"Central";"USA"
54475;"District #26";"Rudolph, WI";"WI";"Central";"USA"
54476;"District #26";"Schofield, WI";"WI";"Central";"USA"
54479;"District #26";"Spencer, WI";"WI";"Central";"USA"
54480;"District #26";"Stetsonville, WI";"WI";"Central";"USA"
54481;"District #26";"Stevens Point, WI";"WI";"Central";"USA"
54482;"District #26";"Stevens Point, WI";"WI";"Central";"USA"
54484;"District #26";"Stratford, WI";"WI";"Central";"USA"
54485;"District #26";"Summit Lake, WI";"WI";"Central";"USA"
54486;"District #26";"Tigerton, WI";"WI";"Central";"USA"
54487;"District #26";"Tomahawk, WI";"WI";"Central";"USA"
54488;"District #26";"Unity, WI";"WI";"Central";"USA"
54489;"District #26";"Vesper, WI";"WI";"Central";"USA"
54490;"District #26";"Westboro, WI";"WI";"Central";"USA"
54491;"District #26";"White Lake, WI";"WI";"Central";"USA"
54492;"District #26";"Stevens Point, WI";"WI";"Central";"USA"
54493;"District #26";"Willard, WI";"WI";"Central";"USA"
54494;"District #26";"Wisconsin Rapids, WI";"WI";"Central";"USA"
54495;"District #26";"Wisconsin Rapids, WI";"WI";"Central";"USA"
54498;"District #26";"Withee, WI";"WI";"Central";"USA"
54499;"District #26";"Wittenberg, WI";"WI";"Central";"USA"
54501;"District #26";"Rhinelander, WI";"WI";"Central";"USA"
54511;"District #26";"Argonne, WI";"WI";"Central";"USA"
54512;"District #26";"Boulder Junction, WI";"WI";"Central";"USA"
54513;"District #26";"Brantwood, WI";"WI";"Central";"USA"
54514;"District #26";"Butternut, WI";"WI";"Central";"USA"
54515;"District #26";"Catawba, WI";"WI";"Central";"USA"
54517;"District #26";"Clam Lake, WI";"WI";"Central";"USA"
54519;"District #26";"Conover, WI";"WI";"Central";"USA"
54520;"District #26";"Crandon, WI";"WI";"Central";"USA"
54521;"District #26";"Eagle River, WI";"WI";"Central";"USA"
54524;"District #26";"Fifield, WI";"WI";"Central";"USA"
54525;"District #26";"Gile, WI";"WI";"Central";"USA"
54526;"District #28";"Glen Flora, WI";"WI";"Central";"USA"
54527;"District #26";"Glidden, WI";"WI";"Central";"USA"
54529;"District #26";"Harshaw, WI";"WI";"Central";"USA"
54530;"District #28";"Hawkins, WI";"WI";"Central";"USA"
54531;"District #26";"Hazelhurst, WI";"WI";"Central";"USA"
54532;"District #26";"Heafford Junction, WI";"WI";"Central";"USA"
54534;"District #26";"Hurley, WI";"WI";"Central";"USA"
54536;"District #26";"Iron Belt, WI";"WI";"Central";"USA"
54537;"District #26";"Kennan, WI";"WI";"Central";"USA"
54538;"District #26";"Lac Du Flambeau, WI";"WI";"Central";"USA"
54539;"District #26";"Lake Tomahawk, WI";"WI";"Central";"USA"
54540;"District #26";"Land O Lakes, WI";"WI";"Central";"USA"
54541;"District #26";"Laona, WI";"WI";"Central";"USA"
54542;"District #26";"Long Lake, WI";"WI";"Central";"USA"
54543;"District #26";"Mc Naughton, WI";"WI";"Central";"USA"
54545;"District #26";"Manitowish Waters, WI";"WI";"Central";"USA"
54546;"District #26";"Mellen, WI";"WI";"Central";"USA"
54547;"District #26";"Mercer, WI";"WI";"Central";"USA"
54548;"District #26";"Minocqua, WI";"WI";"Central";"USA"
54550;"District #26";"Montreal, WI";"WI";"Central";"USA"
54552;"District #26";"Park Falls, WI";"WI";"Central";"USA"
54554;"District #26";"Phelps, WI";"WI";"Central";"USA"
54555;"District #26";"Phillips, WI";"WI";"Central";"USA"
54556;"District #26";"Prentice, WI";"WI";"Central";"USA"
54557;"District #26";"Presque Isle, WI";"WI";"Central";"USA"
54558;"District #26";"Saint Germain, WI";"WI";"Central";"USA"
54559;"District #26";"Saxon, WI";"WI";"Central";"USA"
54560;"District #26";"Sayner, WI";"WI";"Central";"USA"
54561;"District #26";"Star Lake, WI";"WI";"Central";"USA"
54562;"District #26";"Three Lakes, WI";"WI";"Central";"USA"
54563;"District #28";"Tony, WI";"WI";"Central";"USA"
54564;"District #26";"Tripoli, WI";"WI";"Central";"USA"
54565;"District #26";"Upson, WI";"WI";"Central";"USA"
54566;"District #26";"Wabeno, WI";"WI";"Central";"USA"
54568;"District #26";"Woodruff, WI";"WI";"Central";"USA"
54601;"District #27";"La Crosse, WI";"WI";"Central";"USA"
54602;"District #27";"La Crosse, WI";"WI";"Central";"USA"
54603;"District #27";"La Crosse, WI";"WI";"Central";"USA"
54610;"District #26";"Alma, WI";"WI";"Central";"USA"
54611;"District #26";"Alma Center, WI";"WI";"Central";"USA"
54612;"District #27";"Arcadia, WI";"WI";"Central";"USA"
54613;"District #27";"Arkdale, WI";"WI";"Central";"USA"
54614;"District #27";"Bangor, WI";"WI";"Central";"USA"
54615;"District #26";"Black River Falls, WI";"WI";"Central";"USA"
54616;"District #26";"Blair, WI";"WI";"Central";"USA"
54618;"District #27";"Camp Douglas, WI";"WI";"Central";"USA"
54619;"District #27";"Cashton, WI";"WI";"Central";"USA"
54620;"District #27";"Cataract, WI";"WI";"Central";"USA"
54621;"District #27";"Chaseburg, WI";"WI";"Central";"USA"
54622;"District #27";"Cochrane, WI";"WI";"Central";"USA"
54623;"District #27";"Coon Valley, WI";"WI";"Central";"USA"
54624;"District #27";"De Soto, WI";"WI";"Central";"USA"
54625;"District #27";"Dodge, WI";"WI";"Central";"USA"
54626;"District #27";"Eastman, WI";"WI";"Central";"USA"
54627;"District #27";"Ettrick, WI";"WI";"Central";"USA"
