Zip;District;City;State;Region;Country
17767;"District #06";"Salona, PA";"PA";"East";"USA"
17768;"District #06";"Shunk, PA";"PA";"East";"USA"
17769;"District #06";"Slate Run, PA";"PA";"East";"USA"
17771;"District #06";"Trout Run, PA";"PA";"East";"USA"
17772;"District #06";"Turbotville, PA";"PA";"East";"USA"
17773;"District #06";"Tylersville, PA";"PA";"East";"USA"
17774;"District #06";"Unityville, PA";"PA";"East";"USA"
17776;"District #06";"Waterville, PA";"PA";"East";"USA"
17777;"District #06";"Watsontown, PA";"PA";"East";"USA"
17778;"District #06";"Westport, PA";"PA";"East";"USA"
17779;"District #06";"Woolrich, PA";"PA";"East";"USA"
17801;"District #06";"Sunbury, PA";"PA";"East";"USA"
17810;"District #06";"Allenwood, PA";"PA";"East";"USA"
17812;"District #06";"Beaver Springs, PA";"PA";"East";"USA"
17813;"District #06";"Beavertown, PA";"PA";"East";"USA"
17814;"District #06";"Benton, PA";"PA";"East";"USA"
17815;"District #06";"Bloomsburg, PA";"PA";"East";"USA"
17820;"District #06";"Catawissa, PA";"PA";"East";"USA"
17821;"District #06";"Danville, PA";"PA";"East";"USA"
17822;"District #06";"Danville, PA";"PA";"East";"USA"
17823;"District #06";"Dornsife, PA";"PA";"East";"USA"
17824;"District #06";"Elysburg, PA";"PA";"East";"USA"
17827;"District #06";"Freeburg, PA";"PA";"East";"USA"
17829;"District #06";"Hartleton, PA";"PA";"East";"USA"
17830;"District #06";"Herndon, PA";"PA";"East";"USA"
17831;"District #06";"Hummels Wharf, PA";"PA";"East";"USA"
17832;"District #06";"Marion Heights, PA";"PA";"East";"USA"
17833;"District #06";"Kreamer, PA";"PA";"East";"USA"
17834;"District #06";"Kulpmont, PA";"PA";"East";"USA"
17835;"District #06";"Laurelton, PA";"PA";"East";"USA"
17836;"District #06";"Leck Kill, PA";"PA";"East";"USA"
17837;"District #06";"Lewisburg, PA";"PA";"East";"USA"
17839;"District #06";"Lightstreet, PA";"PA";"East";"USA"
17840;"District #06";"Locust Gap, PA";"PA";"East";"USA"
17841;"District #06";"Mc Clure, PA";"PA";"East";"USA"
17842;"District #06";"Middleburg, PA";"PA";"East";"USA"
17843;"District #06";"Beaver Springs, PA";"PA";"East";"USA"
17844;"District #06";"Mifflinburg, PA";"PA";"East";"USA"
17845;"District #06";"Millmont, PA";"PA";"East";"USA"
17846;"District #06";"Millville, PA";"PA";"East";"USA"
17847;"District #06";"Milton, PA";"PA";"East";"USA"
17850;"District #06";"Montandon, PA";"PA";"East";"USA"
17851;"District #06";"Mount Carmel, PA";"PA";"East";"USA"
17853;"District #06";"Mount Pleasant Mills, PA";"PA";"East";"USA"
17855;"District #06";"New Berlin, PA";"PA";"East";"USA"
17856;"District #06";"New Columbia, PA";"PA";"East";"USA"
17857;"District #06";"Northumberland, PA";"PA";"East";"USA"
17858;"District #06";"Numidia, PA";"PA";"East";"USA"
17859;"District #06";"Orangeville, PA";"PA";"East";"USA"
17860;"District #06";"Paxinos, PA";"PA";"East";"USA"
17861;"District #06";"Paxtonville, PA";"PA";"East";"USA"
17862;"District #06";"Penns Creek, PA";"PA";"East";"USA"
17864;"District #06";"Port Trevorton, PA";"PA";"East";"USA"
17865;"District #06";"Potts Grove, PA";"PA";"East";"USA"
17866;"District #06";"Coal Township, PA";"PA";"East";"USA"
17867;"District #06";"Rebuck, PA";"PA";"East";"USA"
17868;"District #06";"Riverside, PA";"PA";"East";"USA"
17870;"District #06";"Selinsgrove, PA";"PA";"East";"USA"
17872;"District #06";"Shamokin, PA";"PA";"East";"USA"
17876;"District #06";"Shamokin Dam, PA";"PA";"East";"USA"
17877;"District #06";"Snydertown, PA";"PA";"East";"USA"
17878;"District #06";"Stillwater, PA";"PA";"East";"USA"
17880;"District #06";"Swengel, PA";"PA";"East";"USA"
17881;"District #06";"Trevorton, PA";"PA";"East";"USA"
17882;"District #06";"Troxelville, PA";"PA";"East";"USA"
17883;"District #06";"Vicksburg, PA";"PA";"East";"USA"
17884;"District #06";"Washingtonville, PA";"PA";"East";"USA"
17885;"District #06";"Weikert, PA";"PA";"East";"USA"
17886;"District #06";"West Milton, PA";"PA";"East";"USA"
17887;"District #06";"White Deer, PA";"PA";"East";"USA"
17888;"District #06";"Wilburton, PA";"PA";"East";"USA"
17889;"District #06";"Winfield, PA";"PA";"East";"USA"
17901;"District #03";"Pottsville, PA";"PA";"East";"USA"
17920;"District #06";"Aristes, PA";"PA";"East";"USA"
17921;"District #03";"Ashland, PA";"PA";"East";"USA"
17922;"District #03";"Auburn, PA";"PA";"East";"USA"
17923;"District #03";"Branchdale, PA";"PA";"East";"USA"
17925;"District #03";"Brockton, PA";"PA";"East";"USA"
17929;"District #03";"Cressona, PA";"PA";"East";"USA"
17930;"District #03";"Cumbola, PA";"PA";"East";"USA"
17931;"District #03";"Frackville, PA";"PA";"East";"USA"
17932;"District #03";"Frackville, PA";"PA";"East";"USA"
17933;"District #03";"Friedensburg, PA";"PA";"East";"USA"
17934;"District #03";"Gilberton, PA";"PA";"East";"USA"
17935;"District #03";"Girardville, PA";"PA";"East";"USA"
17936;"District #03";"Gordon, PA";"PA";"East";"USA"
17938;"District #03";"Hegins, PA";"PA";"East";"USA"
17941;"District #03";"Klingerstown, PA";"PA";"East";"USA"
17942;"District #03";"Landingville, PA";"PA";"East";"USA"
17943;"District #03";"Lavelle, PA";"PA";"East";"USA"
17944;"District #03";"Llewellyn, PA";"PA";"East";"USA"
17945;"District #03";"Locustdale, PA";"PA";"East";"USA"
17946;"District #03";"Lost Creek, PA";"PA";"East";"USA"
17948;"District #03";"Mahanoy City, PA";"PA";"East";"USA"
17949;"District #03";"Mahanoy Plane, PA";"PA";"East";"USA"
17951;"District #03";"Mar Lin, PA";"PA";"East";"USA"
17952;"District #03";"Mary D, PA";"PA";"East";"USA"
17953;"District #03";"Middleport, PA";"PA";"East";"USA"
17954;"District #03";"Minersville, PA";"PA";"East";"USA"
17957;"District #03";"Muir, PA";"PA";"East";"USA"
17959;"District #03";"New Philadelphia, PA";"PA";"East";"USA"
17960;"District #03";"New Ringgold, PA";"PA";"East";"USA"
17961;"District #03";"Orwigsburg, PA";"PA";"East";"USA"
17963;"District #03";"Pine Grove, PA";"PA";"East";"USA"
17964;"District #03";"Pitman, PA";"PA";"East";"USA"
17965;"District #03";"Port Carbon, PA";"PA";"East";"USA"
17966;"District #03";"Ravine, PA";"PA";"East";"USA"
17967;"District #03";"Ringtown, PA";"PA";"East";"USA"
17968;"District #03";"Sacramento, PA";"PA";"East";"USA"
17970;"District #03";"Saint Clair, PA";"PA";"East";"USA"
17972;"District #03";"Schuylkill Haven, PA";"PA";"East";"USA"
17974;"District #03";"Seltzer, PA";"PA";"East";"USA"
17976;"District #03";"Shenandoah, PA";"PA";"East";"USA"
17978;"District #03";"Spring Glen, PA";"PA";"East";"USA"
17979;"District #03";"Summit Station, PA";"PA";"East";"USA"
17980;"District #05";"Tower City, PA";"PA";"East";"USA"
17981;"District #03";"Tremont, PA";"PA";"East";"USA"
17982;"District #03";"Tuscarora, PA";"PA";"East";"USA"
17983;"District #03";"Valley View, PA";"PA";"East";"USA"
17985;"District #06";"Zion Grove, PA";"PA";"East";"USA"
18001;"District #03";"Lehigh Valley, PA";"PA";"East";"USA"
18002;"District #03";"Lehigh Valley, PA";"PA";"East";"USA"
18003;"District #03";"Lehigh Valley, PA";"PA";"East";"USA"
18010;"District #03";"Ackermanville, PA";"PA";"East";"USA"
18011;"District #03";"Alburtis, PA";"PA";"East";"USA"
18012;"District #03";"Aquashicola, PA";"PA";"East";"USA"
18013;"District #03";"Bangor, PA";"PA";"East";"USA"
18014;"District #03";"Bath, PA";"PA";"East";"USA"
18015;"District #04";"Bethlehem, PA";"PA";"East";"USA"
18016;"District #04";"Bethlehem, PA";"PA";"East";"USA"
18017;"District #03";"Bethlehem, PA";"PA";"East";"USA"
18018;"District #04";"Bethlehem, PA";"PA";"East";"USA"
18020;"District #03";"Bethlehem, PA";"PA";"East";"USA"
18025;"District #04";"Bethlehem, PA";"PA";"East";"USA"
18030;"District #03";"Bowmanstown, PA";"PA";"East";"USA"
18031;"District #03";"Breinigsville, PA";"PA";"East";"USA"
18032;"District #03";"Catasauqua, PA";"PA";"East";"USA"
18034;"District #04";"Center Valley, PA";"PA";"East";"USA"
18035;"District #03";"Cherryville, PA";"PA";"East";"USA"
18036;"District #04";"Coopersburg, PA";"PA";"East";"USA"
18037;"District #03";"Coplay, PA";"PA";"East";"USA"
18038;"District #03";"Danielsville, PA";"PA";"East";"USA"
18039;"District #04";"Durham, PA";"PA";"East";"USA"
18040;"District #03";"Easton, PA";"PA";"East";"USA"
18041;"District #04";"East Greenville, PA";"PA";"East";"USA"
18042;"District #03";"Easton, PA";"PA";"East";"USA"
18043;"District #03";"Easton, PA";"PA";"East";"USA"
18044;"District #03";"Easton, PA";"PA";"East";"USA"
18045;"District #03";"Easton, PA";"PA";"East";"USA"
18046;"District #04";"East Texas, PA";"PA";"East";"USA"
18049;"District #04";"Emmaus, PA";"PA";"East";"USA"
18050;"District #03";"Flicksville, PA";"PA";"East";"USA"
18051;"District #03";"Fogelsville, PA";"PA";"East";"USA"
18052;"District #03";"Whitehall, PA";"PA";"East";"USA"
18053;"District #03";"Germansville, PA";"PA";"East";"USA"
18054;"District #04";"Green Lane, PA";"PA";"East";"USA"
18055;"District #04";"Hellertown, PA";"PA";"East";"USA"
18056;"District #04";"Hereford, PA";"PA";"East";"USA"
18058;"District #03";"Kunkletown, PA";"PA";"East";"USA"
18059;"District #03";"Laurys Station, PA";"PA";"East";"USA"
18060;"District #04";"Limeport, PA";"PA";"East";"USA"
18062;"District #04";"Macungie, PA";"PA";"East";"USA"
18063;"District #03";"Martins Creek, PA";"PA";"East";"USA"
18064;"District #03";"Nazareth, PA";"PA";"East";"USA"
18065;"District #03";"Neffs, PA";"PA";"East";"USA"
18066;"District #03";"New Tripoli, PA";"PA";"East";"USA"
18067;"District #03";"Northampton, PA";"PA";"East";"USA"
18068;"District #04";"Old Zionsville, PA";"PA";"East";"USA"
18069;"District #03";"Orefield, PA";"PA";"East";"USA"
18070;"District #04";"Palm, PA";"PA";"East";"USA"
18071;"District #03";"Palmerton, PA";"PA";"East";"USA"
18072;"District #03";"Pen Argyl, PA";"PA";"East";"USA"
18073;"District #04";"Pennsburg, PA";"PA";"East";"USA"
18074;"District #04";"Perkiomenville, PA";"PA";"East";"USA"
18076;"District #04";"Red Hill, PA";"PA";"East";"USA"
18077;"District #04";"Riegelsville, PA";"PA";"East";"USA"
18078;"District #03";"Schnecksville, PA";"PA";"East";"USA"
18079;"District #03";"Slatedale, PA";"PA";"East";"USA"
18080;"District #03";"Slatington, PA";"PA";"East";"USA"
18081;"District #04";"Springtown, PA";"PA";"East";"USA"
18083;"District #03";"Stockertown, PA";"PA";"East";"USA"
18084;"District #04";"Sumneytown, PA";"PA";"East";"USA"
18085;"District #03";"Tatamy, PA";"PA";"East";"USA"
18086;"District #03";"Treichlers, PA";"PA";"East";"USA"
18087;"District #04";"Trexlertown, PA";"PA";"East";"USA"
18088;"District #03";"Walnutport, PA";"PA";"East";"USA"
18091;"District #03";"Wind Gap, PA";"PA";"East";"USA"
18092;"District #04";"Zionsville, PA";"PA";"East";"USA"
18098;"District #04";"Emmaus, PA";"PA";"East";"USA"
18099;"District #04";"Emmaus, PA";"PA";"East";"USA"
18101;"District #03";"Allentown, PA";"PA";"East";"USA"
18102;"District #03";"Allentown, PA";"PA";"East";"USA"
18103;"District #04";"Allentown, PA";"PA";"East";"USA"
18104;"District #03";"Allentown, PA";"PA";"East";"USA"
18105;"District #03";"Allentown, PA";"PA";"East";"USA"
18106;"District #04";"Allentown, PA";"PA";"East";"USA"
18109;"District #03";"Allentown, PA";"PA";"East";"USA"
18195;"District #04";"Allentown, PA";"PA";"East";"USA"
18201;"District #03";"Hazleton, PA";"PA";"East";"USA"
18202;"District #03";"Hazleton, PA";"PA";"East";"USA"
18210;"District #03";"Albrightsville, PA";"PA";"East";"USA"
18211;"District #03";"Andreas, PA";"PA";"East";"USA"
18212;"District #03";"Ashfield, PA";"PA";"East";"USA"
18214;"District #03";"Barnesville, PA";"PA";"East";"USA"
18216;"District #03";"Beaver Meadows, PA";"PA";"East";"USA"
18218;"District #03";"Coaldale, PA";"PA";"East";"USA"
18219;"District #06";"Conyngham, PA";"PA";"East";"USA"
18220;"District #03";"Delano, PA";"PA";"East";"USA"
18221;"District #03";"Drifton, PA";"PA";"East";"USA"
18222;"District #06";"Drums, PA";"PA";"East";"USA"
18223;"District #03";"Ebervale, PA";"PA";"East";"USA"
18224;"District #03";"Freeland, PA";"PA";"East";"USA"
18225;"District #03";"Harleigh, PA";"PA";"East";"USA"
18229;"District #03";"Jim Thorpe, PA";"PA";"East";"USA"
18230;"District #03";"Junedale, PA";"PA";"East";"USA"
18231;"District #03";"Kelayres, PA";"PA";"East";"USA"
18232;"District #03";"Lansford, PA";"PA";"East";"USA"
18234;"District #03";"Lattimer Mines, PA";"PA";"East";"USA"
18235;"District #03";"Lehighton, PA";"PA";"East";"USA"
18237;"District #03";"Mcadoo, PA";"PA";"East";"USA"
18239;"District #03";"Milnesville, PA";"PA";"East";"USA"
18240;"District #03";"Nesquehoning, PA";"PA";"East";"USA"
18241;"District #06";"Nuremberg, PA";"PA";"East";"USA"
18242;"District #03";"Oneida, PA";"PA";"East";"USA"
18244;"District #03";"Parryville, PA";"PA";"East";"USA"
18245;"District #03";"Quakake, PA";"PA";"East";"USA"
18246;"District #06";"Rock Glen, PA";"PA";"East";"USA"
18247;"District #06";"Saint Johns, PA";"PA";"East";"USA"
18248;"District #03";"Sheppton, PA";"PA";"East";"USA"
18249;"District #06";"Sugarloaf, PA";"PA";"East";"USA"
18250;"District #03";"Summit Hill, PA";"PA";"East";"USA"
18251;"District #06";"Sybertsville, PA";"PA";"East";"USA"
18252;"District #03";"Tamaqua, PA";"PA";"East";"USA"
18254;"District #03";"Tresckow, PA";"PA";"East";"USA"
18255;"District #03";"Weatherly, PA";"PA";"East";"USA"
18256;"District #06";"Weston, PA";"PA";"East";"USA"
18301;"District #03";"East Stroudsburg, PA";"PA";"East";"USA"
18302;"District #03";"East Stroudsburg, PA";"PA";"East";"USA"
18320;"District #03";"Analomink, PA";"PA";"East";"USA"
18321;"District #03";"Bartonsville, PA";"PA";"East";"USA"
18322;"District #03";"Brodheadsville, PA";"PA";"East";"USA"
18323;"District #03";"Buck Hill Falls, PA";"PA";"East";"USA"
18324;"District #03";"Bushkill, PA";"PA";"East";"USA"
18325;"District #03";"Canadensis, PA";"PA";"East";"USA"
18326;"District #03";"Cresco, PA";"PA";"East";"USA"
18327;"District #03";"Delaware Water Gap, PA";"PA";"East";"USA"
18328;"District #03";"Dingmans Ferry, PA";"PA";"East";"USA"
18330;"District #03";"Effort, PA";"PA";"East";"USA"
18331;"District #03";"Gilbert, PA";"PA";"East";"USA"
18332;"District #03";"Henryville, PA";"PA";"East";"USA"
18333;"District #03";"Kresgeville, PA";"PA";"East";"USA"
18334;"District #03";"Long Pond, PA";"PA";"East";"USA"
18335;"District #03";"Marshalls Creek, PA";"PA";"East";"USA"
18336;"District #01";"Matamoras, PA";"PA";"East";"USA"
18337;"District #01";"Milford, PA";"PA";"East";"USA"
18340;"District #01";"Millrift, PA";"PA";"East";"USA"
18341;"District #03";"Minisink Hills, PA";"PA";"East";"USA"
18342;"District #03";"Mountainhome, PA";"PA";"East";"USA"
18343;"District #03";"Mount Bethel, PA";"PA";"East";"USA"
18344;"District #03";"Mount Pocono, PA";"PA";"East";"USA"
18346;"District #03";"Pocono Summit, PA";"PA";"East";"USA"
18347;"District #03";"Pocono Lake, PA";"PA";"East";"USA"
18348;"District #03";"Pocono Lake Preserve, PA";"PA";"East";"USA"
18349;"District #03";"Pocono Manor, PA";"PA";"East";"USA"
18350;"District #03";"Pocono Pines, PA";"PA";"East";"USA"
18351;"District #03";"Portland, PA";"PA";"East";"USA"
18352;"District #03";"Reeders, PA";"PA";"East";"USA"
18353;"District #03";"Saylorsburg, PA";"PA";"East";"USA"
18354;"District #03";"Sciota, PA";"PA";"East";"USA"
18355;"District #03";"Scotrun, PA";"PA";"East";"USA"
18356;"District #03";"Shawnee On Delaware, PA";"PA";"East";"USA"
18357;"District #03";"Skytop, PA";"PA";"East";"USA"
18360;"District #03";"Stroudsburg, PA";"PA";"East";"USA"
18370;"District #03";"Swiftwater, PA";"PA";"East";"USA"
18371;"District #03";"Tamiment, PA";"PA";"East";"USA"
18372;"District #03";"Tannersville, PA";"PA";"East";"USA"
18373;"District #03";"Unity House, PA";"PA";"East";"USA"
18403;"District #01";"Archbald, PA";"PA";"East";"USA"
18405;"District #01";"Beach Lake, PA";"PA";"East";"USA"
18407;"District #01";"Carbondale, PA";"PA";"East";"USA"
18410;"District #01";"Chinchilla, PA";"PA";"East";"USA"
18411;"District #01";"Clarks Summit, PA";"PA";"East";"USA"
18413;"District #01";"Clifford, PA";"PA";"East";"USA"
18414;"District #01";"Dalton, PA";"PA";"East";"USA"
18415;"District #01";"Damascus, PA";"PA";"East";"USA"
18416;"District #01";"Elmhurst, PA";"PA";"East";"USA"
18417;"District #01";"Equinunk, PA";"PA";"East";"USA"
18419;"District #01";"Factoryville, PA";"PA";"East";"USA"
18420;"District #01";"Fleetville, PA";"PA";"East";"USA"
18421;"District #01";"Forest City, PA";"PA";"East";"USA"
18424;"District #01";"Gouldsboro, PA";"PA";"East";"USA"
18425;"District #01";"Greeley, PA";"PA";"East";"USA"
18426;"District #01";"Greentown, PA";"PA";"East";"USA"
18427;"District #01";"Hamlin, PA";"PA";"East";"USA"
18428;"District #01";"Hawley, PA";"PA";"East";"USA"
18430;"District #01";"Herrick Center, PA";"PA";"East";"USA"
18431;"District #01";"Honesdale, PA";"PA";"East";"USA"
18433;"District #01";"Jermyn, PA";"PA";"East";"USA"
18434;"District #01";"Jessup, PA";"PA";"East";"USA"
18435;"District #01";"Lackawaxen, PA";"PA";"East";"USA"
18436;"District #01";"Lake Ariel, PA";"PA";"East";"USA"
18437;"District #01";"Lake Como, PA";"PA";"East";"USA"
18438;"District #01";"Lakeville, PA";"PA";"East";"USA"
18439;"District #01";"Lakewood, PA";"PA";"East";"USA"
18440;"District #01";"La Plume, PA";"PA";"East";"USA"
18441;"District #01";"Lenoxville, PA";"PA";"East";"USA"
18443;"District #01";"Milanville, PA";"PA";"East";"USA"
18444;"District #01";"Moscow, PA";"PA";"East";"USA"
18445;"District #01";"Newfoundland, PA";"PA";"East";"USA"
18446;"District #01";"Nicholson, PA";"PA";"East";"USA"
18447;"District #01";"Olyphant, PA";"PA";"East";"USA"
18448;"District #01";"Olyphant, PA";"PA";"East";"USA"
18449;"District #01";"Orson, PA";"PA";"East";"USA"
18451;"District #01";"Paupack, PA";"PA";"East";"USA"
18452;"District #01";"Peckville, PA";"PA";"East";"USA"
18453;"District #01";"Pleasant Mount, PA";"PA";"East";"USA"
18454;"District #01";"Poyntelle, PA";"PA";"East";"USA"
18455;"District #01";"Preston Park, PA";"PA";"East";"USA"
18456;"District #01";"Prompton, PA";"PA";"East";"USA"
18457;"District #01";"Rowland, PA";"PA";"East";"USA"
18458;"District #01";"Shohola, PA";"PA";"East";"USA"
18459;"District #01";"South Canaan, PA";"PA";"East";"USA"
18460;"District #03";"South Sterling, PA";"PA";"East";"USA"
18461;"District #01";"Starlight, PA";"PA";"East";"USA"
18462;"District #01";"Starrucca, PA";"PA";"East";"USA"
18463;"District #01";"Sterling, PA";"PA";"East";"USA"
18464;"District #01";"Tafton, PA";"PA";"East";"USA"
18465;"District #01";"Thompson, PA";"PA";"East";"USA"
18466;"District #03";"Tobyhanna, PA";"PA";"East";"USA"
18469;"District #01";"Tyler Hill, PA";"PA";"East";"USA"
18470;"District #01";"Union Dale, PA";"PA";"East";"USA"
18471;"District #01";"Waverly, PA";"PA";"East";"USA"
18472;"District #01";"Waymart, PA";"PA";"East";"USA"
18473;"District #01";"White Mills, PA";"PA";"East";"USA"
18501;"District #01";"Scranton, PA";"PA";"East";"USA"
18502;"District #01";"Scranton, PA";"PA";"East";"USA"
18503;"District #01";"Scranton, PA";"PA";"East";"USA"
18504;"District #01";"Scranton, PA";"PA";"East";"USA"
18505;"District #01";"Scranton, PA";"PA";"East";"USA"
18507;"District #01";"Moosic, PA";"PA";"East";"USA"
18508;"District #01";"Scranton, PA";"PA";"East";"USA"
18509;"District #01";"Scranton, PA";"PA";"East";"USA"
18510;"District #01";"Scranton, PA";"PA";"East";"USA"
18512;"District #01";"Scranton, PA";"PA";"East";"USA"
18515;"District #01";"Scranton, PA";"PA";"East";"USA"
18517;"District #01";"Taylor, PA";"PA";"East";"USA"
18518;"District #01";"Old Forge, PA";"PA";"East";"USA"
18519;"District #01";"Scranton, PA";"PA";"East";"USA"
18540;"District #01";"Scranton, PA";"PA";"East";"USA"
18577;"District #01";"Scranton, PA";"PA";"East";"USA"
18601;"District #06";"Beach Haven, PA";"PA";"East";"USA"
18602;"District #01";"Bear Creek, PA";"PA";"East";"USA"
18603;"District #06";"Berwick, PA";"PA";"East";"USA"
18610;"District #03";"Blakeslee, PA";"PA";"East";"USA"
18611;"District #06";"Cambra, PA";"PA";"East";"USA"
18612;"District #01";"Dallas, PA";"PA";"East";"USA"
18614;"District #06";"Dushore, PA";"PA";"East";"USA"
18615;"District #01";"Falls, PA";"PA";"East";"USA"
18616;"District #06";"Forksville, PA";"PA";"East";"USA"
18617;"District #06";"Glen Lyon, PA";"PA";"East";"USA"
18618;"District #01";"Harveys Lake, PA";"PA";"East";"USA"
18619;"District #06";"Hillsgrove, PA";"PA";"East";"USA"
18621;"District #06";"Hunlock Creek, PA";"PA";"East";"USA"
18622;"District #06";"Huntington Mills, PA";"PA";"East";"USA"
18623;"District #01";"Laceyville, PA";"PA";"East";"USA"
18624;"District #03";"Lake Harmony, PA";"PA";"East";"USA"
18625;"District #01";"Lake Winola, PA";"PA";"East";"USA"
18626;"District #06";"Laporte, PA";"PA";"East";"USA"
18627;"District #01";"Lehman, PA";"PA";"East";"USA"
18628;"District #06";"Lopez, PA";"PA";"East";"USA"
18629;"District #01";"Mehoopany, PA";"PA";"East";"USA"
18630;"District #01";"Meshoppen, PA";"PA";"East";"USA"
18631;"District #06";"Mifflinville, PA";"PA";"East";"USA"
18632;"District #06";"Mildred, PA";"PA";"East";"USA"
18634;"District #01";"Nanticoke, PA";"PA";"East";"USA"
18635;"District #06";"Nescopeck, PA";"PA";"East";"USA"
18636;"District #01";"Noxen, PA";"PA";"East";"USA"
18640;"District #01";"Pittston, PA";"PA";"East";"USA"
18641;"District #01";"Pittston, PA";"PA";"East";"USA"
18642;"District #01";"Duryea, PA";"PA";"East";"USA"
18643;"District #01";"Pittston, PA";"PA";"East";"USA"
18644;"District #01";"Wyoming, PA";"PA";"East";"USA"
18651;"District #01";"Plymouth, PA";"PA";"East";"USA"
18653;"District #01";"Ransom, PA";"PA";"East";"USA"
18654;"District #01";"Shawanese, PA";"PA";"East";"USA"
18655;"District #06";"Shickshinny, PA";"PA";"East";"USA"
18656;"District #06";"Sweet Valley, PA";"PA";"East";"USA"
18657;"District #01";"Tunkhannock, PA";"PA";"East";"USA"
18660;"District #06";"Wapwallopen, PA";"PA";"East";"USA"
18661;"District #03";"White Haven, PA";"PA";"East";"USA"
18690;"District #01";"Dallas, PA";"PA";"East";"USA"
18701;"District #01";"Wilkes Barre, PA";"PA";"East";"USA"
18702;"District #01";"Wilkes Barre, PA";"PA";"East";"USA"
18703;"District #01";"Wilkes Barre, PA";"PA";"East";"USA"
18704;"District #01";"Kingston, PA";"PA";"East";"USA"
18705;"District #01";"Wilkes Barre, PA";"PA";"East";"USA"
18706;"District #01";"Wilkes Barre, PA";"PA";"East";"USA"
18707;"District #01";"Mountain Top, PA";"PA";"East";"USA"
18708;"District #01";"Shavertown, PA";"PA";"East";"USA"
18709;"District #01";"Luzerne, PA";"PA";"East";"USA"
18710;"District #01";"Wilkes Barre, PA";"PA";"East";"USA"
18711;"District #01";"Wilkes Barre, PA";"PA";"East";"USA"
18762;"District #01";"Wilkes Barre, PA";"PA";"East";"USA"
18764;"District #01";"Wilkes Barre, PA";"PA";"East";"USA"
18765;"District #01";"Wilkes Barre, PA";"PA";"East";"USA"
18766;"District #01";"Wilkes Barre, PA";"PA";"East";"USA"
18767;"District #01";"Wilkes Barre, PA";"PA";"East";"USA"
18769;"District #01";"Wilkes Barre, PA";"PA";"East";"USA"
18773;"District #01";"Wilkes Barre, PA";"PA";"East";"USA"
18801;"District #01";"Montrose, PA";"PA";"East";"USA"
18810;"District #01";"Athens, PA";"PA";"East";"USA"
18812;"District #01";"Brackney, PA";"PA";"East";"USA"
18813;"District #01";"Brooklyn, PA";"PA";"East";"USA"
18814;"District #06";"Burlington, PA";"PA";"East";"USA"
18815;"District #01";"Camptown, PA";"PA";"East";"USA"
18816;"District #01";"Dimock, PA";"PA";"East";"USA"
18817;"District #06";"East Smithfield, PA";"PA";"East";"USA"
18818;"District #01";"Friendsville, PA";"PA";"East";"USA"
18820;"District #01";"Gibson, PA";"PA";"East";"USA"
18821;"District #01";"Great Bend, PA";"PA";"East";"USA"
18822;"District #01";"Hallstead, PA";"PA";"East";"USA"
18823;"District #01";"Harford, PA";"PA";"East";"USA"
18824;"District #01";"Hop Bottom, PA";"PA";"East";"USA"
18825;"District #01";"Jackson, PA";"PA";"East";"USA"
18826;"District #01";"Kingsley, PA";"PA";"East";"USA"
18827;"District #01";"Lanesboro, PA";"PA";"East";"USA"
18828;"District #01";"Lawton, PA";"PA";"East";"USA"
18829;"District #01";"Le Raysville, PA";"PA";"East";"USA"
18830;"District #01";"Little Meadows, PA";"PA";"East";"USA"
18831;"District #06";"Milan, PA";"PA";"East";"USA"
18832;"District #06";"Monroeton, PA";"PA";"East";"USA"
18833;"District #06";"New Albany, PA";"PA";"East";"USA"
18834;"District #01";"New Milford, PA";"PA";"East";"USA"
18837;"District #01";"Rome, PA";"PA";"East";"USA"
18840;"District #01";"Sayre, PA";"PA";"East";"USA"
18842;"District #01";"South Gibson, PA";"PA";"East";"USA"
18843;"District #01";"South Montrose, PA";"PA";"East";"USA"
18844;"District #01";"Springville, PA";"PA";"East";"USA"
18845;"District #01";"Stevensville, PA";"PA";"East";"USA"
18846;"District #01";"Sugar Run, PA";"PA";"East";"USA"
18847;"District #01";"Susquehanna, PA";"PA";"East";"USA"
18848;"District #06";"Towanda, PA";"PA";"East";"USA"
18850;"District #06";"Ulster, PA";"PA";"East";"USA"
18851;"District #01";"Warren Center, PA";"PA";"East";"USA"
18853;"District #01";"Wyalusing, PA";"PA";"East";"USA"
18854;"District #01";"Wysox, PA";"PA";"East";"USA"
18901;"District #04";"Doylestown, PA";"PA";"East";"USA"
18902;"District #04";"Doylestown, PA";"PA";"East";"USA"
18910;"District #04";"Bedminster, PA";"PA";"East";"USA"
18911;"District #04";"Blooming Glen, PA";"PA";"East";"USA"
18912;"District #04";"Buckingham, PA";"PA";"East";"USA"
18913;"District #04";"Carversville, PA";"PA";"East";"USA"
18914;"District #04";"Chalfont, PA";"PA";"East";"USA"
18915;"District #04";"Colmar, PA";"PA";"East";"USA"
18916;"District #04";"Danboro, PA";"PA";"East";"USA"
18917;"District #04";"Dublin, PA";"PA";"East";"USA"
18918;"District #04";"Earlington, PA";"PA";"East";"USA"
18920;"District #04";"Erwinna, PA";"PA";"East";"USA"
18921;"District #04";"Ferndale, PA";"PA";"East";"USA"
18922;"District #04";"Forest Grove, PA";"PA";"East";"USA"
18923;"District #04";"Fountainville, PA";"PA";"East";"USA"
18924;"District #04";"Franconia, PA";"PA";"East";"USA"
18925;"District #04";"Furlong, PA";"PA";"East";"USA"
